Total processing time: 51.30168104171753s
Total memory used: 1344708608 bytes
files deleted
         25673469 function calls (24553892 primitive calls) in 25.930 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:226(__init__)
        2    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageFile.py:350(StubImageFile)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        5    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/util.py:371(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:296(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/logging/__init__.py:1323(append)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/shlex.py:296(__iter__)
        6    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/selectors.py:199(__enter__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:237(get_context)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/logging/__init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageOps.py:414(SupportsGetMesh)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:287(BmpRleDecoder)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:362(DibImageFile)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/GimpGradientFile.py:101(GimpGradientFile)
        2    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:2786(<genexpr>)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/PpmImagePlugin.py:298(PpmDecoder)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1075(_idat)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:311(ForkServerContext)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/ImageFile.py:607(PyCodecState)
        3    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/_distutils_hack/__init__.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/synchronize.py:166(Lock)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/synchronize.py:191(RLock)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/util.py:388(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/process.py:397(_MainProcess)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1086(_fdat)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:1971(<genexpr>)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:303(ForkContext)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/typing.py:2846(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:307(SpawnContext)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/util.py:48(debug)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/logging/__init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/multiprocessing/context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/site-packages/tqdm/std.py:1301(<lambda>)
        1    0.000    0.000    0.000    0.000 /scratch4/lhyman6/conda/ocrenv/lib/python3.12/concurrent/futures/_base.py:643(__enter__)
      2/0    0.000    0.000    0.000          /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:1056(_bootstrap_inner)
      2/0    0.000    0.000    0.000          /scratch4/lhyman6/conda/ocrenv/lib/python3.12/threading.py:1016(_bootstrap)


